title,date,authors,keyword,Unnamed: 4
Low Temperature Curable Polyimide Film Properties and WLP Reliability Performance with Various Curing Conditions,May 2017,Yu Chuan Chen,"curing,dielectric materials,reliability,thermal properties,wafer level packaging",
The Effect of Polymer Rebound on SnBi58 Solder ACFs Joints Cracks during a Thermo-Compression Bonding,May 2017,Shuye Zhang,"polymers,resins,solders,tape automated bonding,tin alloys",
Equivalent Thermal Conductivity Model Based Full Scale Numerical Simulation for Thermal Management in Fan-Out Packages,May 2017,Ningyu Wang,"integrated circuit design,integrated circuit manufacture,integrated circuit modelling,thermal management (packaging),three-dimensional integrated circuits,wafer level packaging",
Local Stress Analysis by XRD Single Crystal Method and Kossel Diffraction Applied to a Flip Chip Structure,May 2017,A.-L. Lebaudya,"diffraction,finite element analysis,flip-chip devices,scanning electron microscopy,stress-strain relations,X-ray diffraction",
Investigations on the Pumping Behaviors of Copper Filler in Through-Silicon-vias (TSV),May 2017,Fei Su,"acoustic emission,copper alloys,creep,scanning electron microscopy,three-dimensional integrated circuits",
Warpage Prediction Methodology of Extremely Thin Package,May 2017,Peng Chen,"CAD,finite element analysis,integrated circuit measurement,integrated circuit packaging,internal stresses,inverse problems,thermal expansion,Young's modulus",
A Design Study of 5G Antennas Optimized Using Genetic Algorithms,May 2017,Vincens Gjokaj,"5G mobile communication,finite element analysis,genetic algorithms,microstrip antennas,monopole antennas,multifrequency antennas",
Cu-In-Microbumps for Low-Temperature Bonding of Fine-Pitch-Interconnects,May 2017,Steffen Bickel,"chemical interdiffusion,copper,integrated circuit interconnections,integrated circuit packaging,low-temperature techniques,solders",
"Via-in-Trench: A Revolutionary Panel-Based Package RDL Configuration Capable of 200-450 IO/mm/Layer, an Innovation for More-Than-Moore System Integration",May 2017,Fuhan Liu,"dielectric materials,integrated circuit interconnections,integrated circuit packaging,photolithography,photoresists,silicon,vias",
Simulation Analysis of a Conformal Patch Sensor for Skin Tension and Swelling Detection,May 2017,Ruiqi Lim,"biomechanics,biomedical electrodes,biomedical measurement,copper,gold,medical signal detection,sensors,skin,swelling,titanium",
Effect of Material Properties of Double-Layer Non Conductive Films (D-NCFs) on the Reflow Reliability of Ultra Fine-Pitch Cu-Pillar/Sn-Ag Micro Bump Interconnection,May 2017,Seyong Lee,"copper,curing,flip-chip devices,lead bonding,materials properties,mechanical properties,reflow soldering,reliability,silver,tin,voids (solid)",
Wafer-Level Micro Alkali Vapor Cells with Anti-Relaxation Coating Compatible with MEMS Packaging for Chip-Scale Atomic Magnetometers,May 2017,Yu Ji,"contact angle,electronics packaging,magnetometers,micromechanical devices",
Low-Temperature High-Throughput Assembly Technology for Transducer Array in Medical Imaging Applications,May 2017,Hoang-Vu Nguyen,"adhesive bonding,assembling,biomedical transducers,biomedical ultrasonics,ultrasonic imaging,ultrasonic transducers",
Highly Efficient and Stable Quantum Dot Light Emitting Diodes Optimized by Micro-Packaged Luminescent Microspheres,May 2017,Kai Wang,"integrated optoelectronics,light emitting diodes,optimisation,phosphors,quantum dots",
Stress Analysis of Flexible Packaging for the Integration of Electronic Components within Woven Textiles,May 2017,Menglong Li,"adhesives,electronics packaging,finite element analysis,textiles,thermal expansion,Young's modulus",
Signal Integrity Analysis of Silicon/Glass/Organic Interposers for 2.5D/3D Interconnects,May 2017,Sumin Choi,"glass,integrated circuit interconnections,modules,silicon,thermal expansion,three-dimensional integrated circuits,time-domain analysis,timing jitter",
A Study on the Fabrication of Electrical Circuits on Fabrics Using Cu Pattern Laminated B-Stage Adhesive Films for Electronic Textile Applications,May 2017,Seung-Yoon Jung,"copper,laminations,optical microscopy,photolithography,scanning electron microscopy,textile products",
Electrically Testing Non-underfilled Flip Chip Assemblies-Impacts on Interconnect Integrity,May 2017,A. Cloutier,"ball grid arrays,failure analysis,flip-chip devices,integrated circuit interconnections,integrated circuit reliability,integrated circuit testing,multichip modules",
Effects of Anisotropic Conductive Films (ACFs) Gap Heights on the Bending Reliability of Chip-In-Flex (CIF) Packages for Wearable Electronics Applications,May 2017,Ji-Hye Kim,"bending,electronics packaging,flexible electronics,interconnections,reliability,resins",
A Study on the Fine Pitch Flex-on-Flex (FOF) Assembly Using Flux Added Nanofiber Solder Anisotropic Conductive Films (ACFs) and Thermo-Compression Bonding Method,May 2017,Ji-Soo Lee,"alloys,electrodes,flexible electronics,lead bonding,nanofibres,optimisation,solders,ultrasonic bonding",
Infrared (IR) Soldering of Metallic Nanowires,May 2017,Jirui Wang,"electrodeposition,field emission electron microscopy,heating,joining processes,melting,nanoelectronics,nanoporous materials,nanowires,polymers,reflow soldering,reliability,scanning electron microscopy",
Stretchable and Electrically Conductive Composites Fabricated from Polyurethane and Silver Nano/Microstructures,May 2017,Bo Song,"elastomers,nanocomposites,resins,silver,surface treatment",
Numerical and Experimental Study of Fan-Out Wafer Level Package Strength,May 2017,Cheng Xu,"failure analysis,finite element analysis,materials testing,wafer level packaging",
Development of Mechanical Locking Micro-Anchor Structures for aQFN Package Application,May 2017,Yu-Lung Huang,"electronics packaging,electroplating,etching,finite element analysis,integrated circuit bonding,photolithography",
Reliability of Cu/NiFe and Cu/Ni Metaconductor Devices for RF Applications,May 2017,Timothy Clingenpeel,"annealing,copper,ferromagnetic materials,glass,nickel compounds,reliability,transmission lines",
A New Fan-Out Package Structure Utilizing the Self-Alignment Effect of Molten Solder to Improve the Die Shift and Enhance the Thermal Properties,May 2017,Hwan-Pil Park,"heat transfer,solders,surface tension,thermal diffusivity,wafer level packaging",
Toughening Underfills by Stress-Absorbing Core-Shell Fillers,May 2017,Chia-Chi Tuan,"cracks,nanocomposites,packaging,reliability,solders",
Thermal Characteristic of Sn-MWCNT Nanocomposite Solder in LED Package,May 2017,Choong-Jae Lee,"bismuth alloys,light emitting diodes,multi-wall carbon nanotubes,nanocomposites,nanoparticles,packaging,printed circuits,solders,tin,tin alloys",
An Evaluation of Effects of Molding Compound Properties on the Reliability of Ag Wire Bonded Components,May 2017,Keisuke Yazawa,"corrosion,lead bonding,reliability,silver",
A Nonlinear Transmission Line Based Harmonic RF Tag,May 2017,Saikat Mondal,"radiofrequency identification,telecommunication transmission lines",
Numerical Analysis and Optimization of Thermal Performance of LED Filament Light Bulb,May 2017,Jie Liu,"convection,filament lamps,LED lamps,numerical analysis,optimisation,phosphors",
Effective and Efficient Modeling of Differential Vias Using Semi-Empirical Approach,May 2017,Fanghui Ren,"printed circuit interconnections,S-parameters,transmission lines,vias",
Design of Low-Profile Integrated Transformer and Inductor for Substrate-Embedding in 1-5kW Isolated GaN DC-DC Converters,May 2017,Haksun Lee,"DC-DC power convertors,gallium compounds,III-V semiconductors,integrated circuit design,power transformers,resonant power convertors,transformer windings,wide band gap semiconductors",
Stretchable Capacitive Strain Sensors Based on a Novel Polymer Composite Blend,May 2017,Todd Houghton,"adhesives,capacitive sensors,dielectric materials,elastomers,filled polymers,polymer blends,silver,strain sensors",
Thermal and Mechanical Analysis of 3D Glass Packaging for Automotive Cameras,May 2017,Daniel Struk,"automotive electronics,cameras,ceramic packaging",
Miniaturization of Planar Packaged Inductor Using NiZn and Low Cost Screen Printing Technique,May 2017,Colin Pardue,"electronics packaging,nickel alloys,printed circuit manufacture,Q-factor,thick film inductors,zinc alloys",
A UAV infrared measurement approach for defect detection in photovoltaic plants,June 2017,Pia Addabbo,"autonomous aerial vehicles,inspection,object detection,photovoltaic power systems,power engineering computing,radio receivers,robot vision,satellite antennas,satellite navigation,solar cell arrays",
Accurate cylindrical near-field measurements on large size conformal antennas,June 2017,Massimo Angelilli,"antenna testing,conformal antennas",
Development and characterization of a measurement instrumentation system for UAV components testing,June 2017,Francesco Adamo,"sensor head,electrical performance characterization,mechanical performances,embedded test system,unmanned aerial vehicles,propeller assembly,motors,certification system,benchtop test,UAV components testing,measurement instrumentation system",
Verification of the precise orbital holding of small satellite formation for remote control of robots on a planet surface,June 2017,A. Medina Padron,"artificial satellites,telecontrol",
An overview of a new sensor calibration platform,June 2017,Philipp Clausen,"calibration,error compensation,method of moments,sensors,stochastic processes,wavelet transforms",
Ultraviolet-sensing surfaces based on hybrid nanocomposites for radiation monitoring systems,June 2017,Elisa Toto,"aerospace materials,graphene,nanocomposites,nanofabrication,radiation monitoring,solar radiation,thin films,ultraviolet detectors",
Mars rovers localization by matching local horizon to surface digital elevation models,June 2017,Sebastiano Chiodini,"digital elevation models,entry, descent and landing (spacecraft),Mars,planetary rovers",
Acceptance test procedures for a national wider radar coastal surveillance system: The ZSRN experience,June 2017,Michele Fiorini,search radar,
Design and test in microgravity of a space tether length and length rate measurement device,June 2017,Gilberto Grassi,"design engineering,educational institutions,engineering education,optical sensors,space tethers,zero gravity experiments",
A novel hyperspectral camera concept for SWIR-MWIR applications,June 2017,Massimo Zucco,"air pollution,atmospheric composition,cameras,Fabry-Perot interferometers,hyperspectral imaging,remote sensing",
Calibration of extrinsic parameters of a hybrid vision system for navigation comprising a very low resolution Time-of-Flight camera,June 2017,Marco Pertile,"aerospace computing,aerospace navigation,calibration,cameras,computer vision,feature extraction",
A measurement system for testing light remotely piloted aircraft,June 2017,Pasquale Daponte,"attitude control,entry, descent and landing (spacecraft),helicopters,remotely operated vehicles,stability",
Electronic nose for pesticides detection: A first realization,June 2017,Fabio Leccese Marco,"agrochemicals,electronic noses,geophysical equipment,geophysical techniques,pest control",
High-resolution optical rangefinder based on 2 GHz telecom transceiver,June 2017,M. Norgia,"laser ranging,transceivers",
Optimization in performance-based logistics contracts,June 2017,Julio C. O. Lopes,"contracts,logistics,maintenance engineering,mathematical programming,reliability,weapons",
Inter-network bias: Impact on multi-network TDOA,June 2017,Ciro Gioia,signal processing,
Vision based airplane localization for automatic approach,June 2017,Jacek Pieniazek,"aerospace computing,aircraft instrumentation,cameras,computer vision,computerised instrumentation,position measurement",
Measurement data fusion in the display system for hang-glider and paraglider,June 2017,Bartosz Brzozowski,"aircraft displays,aircraft instrumentation,sensor fusion",
Experimental validation of a frustum of cone antenna radiation patterns,June 2017,Stefania Franco,"antenna arrays,antenna radiation patterns",
